target,text
0,@systemchildren ohh that suckss! 
4,lake day...beautiful outside! 
4,@Jason_Pollock oh so cute 
4,@trekkerguy must b an american thing 
4,im seing my girl today after work 
4,@DuchessMama your girl is flat out adorable! 
0,@criistina26 here it's winter Â¬Â¬ i miss the summer!! haha  where r u from?
0,I feel like watching The Life Aquatic. But I don't own it 
4,@epavlov Don't say that to an Englishman 
4,@Hanishi Cheer up  Summer soon  Endless possibilities ;)
4,Long night of partying aheadddddddddd. Love you laura 
4,"look, its andy hurley, on my wall  #andyhurleyday"
4,"@earthXplorer awwww, nice!  I've been home for 2 days with mine, got a virus &amp; cough, poor thing, but has been nice to be cuddled heaps "
0,@conquerofawesom Hope your back is feeling better this weekend.. No fun partying with a bad back 
4,"@guava_ninja oh, but now can. totally deleted paintings made in pain, then uninstalled crap and now nearly have 1gb free memory "
0,"work was SO intense and freaky tonight, people are so scary "
4,"At the library, working on a paper...Got almost 3 pages done yet "
0,@aymazinn im sick . Flu &amp;&amp; cramps at the same time 
4,@davidarchie i watched cool center last night.. and it's really funny!.. was that really a short interview?? 
0,Getting ready for work  I'm so tired
4,So how are you killing time tweeps? Me? I am betting on almost everything  http://cricketbookie.in
0,"why is this keep happening to me? that call's so last minute..  really wanted to experience training at tgif,."
4,@mohdafiq7 you can give me the bikini if you want to. I can use it in campus. 
4,"@markpajackson it happens telepathically, I can't help it. Lovely to see you and @esye "
0,aw the housekeeper got stuck in the elevator 
4,"@therumourmill totally, it's going to kick ass  44 days 'til release!"
4,"@Astro_Mike What, no twitpic? "
4,I like Techno!!! 
0,getting ready for work. boo. 
4,@alaaeldee I KNOW. It's so hard. Right now it's raining so I might stay in and paint... 
0,I already get Mondays off on my school timetable D: I feel cheated  and I have another 5 weeks till I'm on my summer hols... life is hard!
0,I'm going to miss dancing this summer. 
4,@JanSimpson phew....good...normal for once 
4,@wirespace   Make more flyers. 
4,"is supposedly awake...will confirm lata   Thanx 2 Monday Michiru, got &quot;Superfly&quot; stuck in my head...g'morning y'all:  http://bit.ly/zwRD8"
0,@Sherry2227 AAAAAAAHHH I want wine!! Tomorrow! 
4,"Me.... Dominating  in Anaheim, CA http://loopt.us/AYzs0Q.t"
0,@ladybug8320  I guess ! But still haven't my dream car tho !! 
0,Wish i lived in Santa Monica to go to the &quot;secret&quot; FTSK show on the pier. 
0,@Wale Got Damn You!!! haha! You know you seen us in the corner and you didn't let my team get the interview!!!Great show tho 
4,http://twitpic.com/6gp2l - when i went to her concert! 
0,(@Happy__House) i'm 21 years old on my birth certificate... but only 12 years old in my pants... 
4,@PinksTwitFans Thank you twittfriend 
4,@a1223production congratz 
4,We won. How exciting!! 
0,Oh crap I hope it doesn't rain tomorrow for the Solstice in Times Square  http://bit.ly/FgemS
0,on my way to cali wont beable to to watch dog this wed  very sad
0,@NikkiWadley Ah ok...so you're not into Tweeting on the move yet then!! LOL! What work was that?? On a Saturday. 
4,@juanbarnard Thank you!! 
4,@MichelleZink Many congratulations!! 
0,@thebostonian ÏÎ¹ Î­ÎºÎ±Î½Î± 
4,"Someday when im b a richman i wnna go to Bahamas, there was a beautiful beach.. I really want go there "
0,"@YamiOwnsYou That is horrible   Not as bad as being stuck their for six months on end, but still"
4,"If you know God, you know your Self. "
0,"@foxfold mer  do you know what triggers your migraines? It's a yucky feeling, meds on an empty stomach "
0,@souperbwitch lucky bitch  pack me in ur suitcase?? LOL
4,@gailbarton Very cool.  I'll check it out. ;)
4,"@augbeachrealtor I reshared and commented, too!  How did you like my poem yesterday? "
4,Jonas will be celebrating #BulgariaDay in Bulgaria tomorrow. You? Bulgaria one of the last countries officially without swine flu 
0,Caught some Vegas cold! 
4,@LitttleJoanna yeahh im good  are you related to giovanna? x
0,"@Alegrya Yeah, I've got the same issue - signed up but no confirmation email "
4,@catrese33 http://twitpic.com/4f9un - Damn this pic nice as hell 
0,@mileycyrus http://twitpic.com/6shtr - im so jealous of ur hair 
0,@taylorswift13 well i dont have verizon  but my friend heather does by the way she says hi
0,"@applette06 tried calling you.. out of reach? anyway, CMB says 3 weeks before they can give me my CC "
0,Im having weight issues  im upset and scared. [AyshiakiAyana]
0,@Wickedness77 I'm sorry you no feel well 
0,Also - do the reactive lenses really not work in cars? 
0,@mandyluvsjbx3 awh!!! mandy you are making me sooooo sad  i really really wish you won but i am 100% positive your time will come sooon!!!
4,Morning teaching: done! couple of business talks: done! Putting the rest off till tonight and seize the day and nice breton weather 
4,@brianzimmel Seth said I should tweet you to find out about the Blackberry storm! i'm interested in getting one! 
0,All those poor animals.... 
4,My friends made me join twitter.. so here i am  hows everyones day so far?
0,Damn tooth ache 
0,"@ADrunkReaper Yea iv thought about it loads and really should  Been doing it for 10yrs now tho, wouldnt be easy, willpower required eh"
4,"unless, of course, i get to marry either. "
0,True story: @GovernorPerry 's Belle updates seriously make me want another Lab puppy 
4,"@MsTeenaMarie Thanks for tweeting tonight  Much love, god bless, and Excited to see you in Brooklyn in August!  "
4,@4YourEyezOnly just like my piccy does  #harpersglobe (DON'T FORGET YOUR HASHTAG!!)
0,okay ill try later 
0,"@NinaPierce it got rained out.  they're still having the party, but couldn't fit parents in the indoor area. sniff..."
4,"@LucyinTheSkyyy I'm in lovee with youuu, you whoree  I turn 18 reaaaal soon !!! Ahhhh sooo excitedd "
4,singing loud; I don't care if you can here me 
4,@snedwan @morigue thanks for the #followfriday mention! 
4,@thegoodemaria as part of your goode job shot you should come hang out here and talk wine.    Thanks for the love.
0,@TheLatency why didn't you mention it sooner? I missed it 
0,"Blah,  school   not so exciting ."
4,"@Sprite_3  Lol im glad, you learn something new every day ;) haha xo"
0,"@JustinRoby pardon? you might need to speak up, my hearing seems to have been damaged... "
0,"@simoncurtis Oh  your making me sad, I bet there are plenty of girls out there who would love to be yours forever (including me)"
4,"I just downloaded a ton of stunning, BEAUTIFUL wallpapers from www.interfacelift.com - go have a look.  "
0,@katyperry hey katy when are you going to philippines? 
0,happy fathers day 
0,i want to go out. 
4,@Vixenita I want a present in the mail  Even if it's just a gay card with a big &lt;3 written on it it would make my life 
0,Does anyone know of a good laundromat near nathan campus or sunny bank plaza? The washing machine at home is broken. 
4,"@BabyPhat best of luck. You can do it! Love, health &amp; happiness for you and your family. "
0,@benji_84 yah I def miss them..now one of them is just on someone else's trak... 
4,"@giffen The events are May 9th and 10th. Details here: www.mchenwears.com ï¿½ï¿½if you come, definitely introduce yourself "
4,"Can't wait to get my puppy 2m! She is SO cute and tiny!! Watching the Yankees now  GO ANDY PETTITTE!!!!Seriously, he's the best. Ever. &lt;3"
4,Today it's my birthday so it's all about me. 
0,"Putting together the entry form for &quot;Win a trip to Pompeii&quot;...unfortunately, I'm unable to enter  #mvcomms"
4,I'm happy that New Moon is the #1 trending topic tonight 
4,What a lovely piece of cheesecake! All I need now is a bed to sleep off the FAT..... Thanks alot Kathy 
0,i busted my toe biking! ughhh 
0,"Not to mention that's my ex's ringtone, the songs about cheating. Everything about that song i hate, all but the drums.  save me"
0,Have been neglecting my camera for the past 2 weeks 
4,Start the day online banking...what a nice surprise 
4,I yawn at  Palm Pre too. iPhone users unite 
0,@Rachelle_Lefevr i really wish you were at LFCC. there are a lot of us fans who wanted you there 
4,@drgnkiyo I work nights.  This is technically lunch 
4,i'm so...oh! // back 
4,I Sing Take a Bow by Rihanna :   I Sing Take a Bow by Rihanna   Fill my time with singing and playing guitar.. http://tinyurl.com/n7w3tm
4,I need a nap. Nick has another round of hanging out tonight. I need to be prepared 
0,trying to figure twitter out  i dnt get it 
4,@jarsalmi welcome to twitter m8  wugibugi dimpe
0,"Oh, i see how it is... /cry "
4,hey everyone! im new to twitter  just got it on my iphone
4,"Gator softball with an incredible 6-5 win vs. Alabama, will play for the national championship! Details after I stop jumping and shouting "
4,@palumkin no  i just dont like watching pierce celebrate. Dwight will take of that tho.
0,Repos update always takes time when you are in hurry.. 
0,@steephill so it is 'onbrand' for bikeradar  what was wrong with it that needed changing?
4,@midnighteskye thanks so much for the follow mention! 
4,@g33kgurrl Not geeky enough... And he wonders why I wouldn't help him go &quot;bargain flatscreen TV shopping&quot;... 
0,Twitter isn't going to my phone anymore 
4,@sirpedro83 I'm going to bed sunshine! Text me tomorrow! Night.  http://myloc.me/1MCb
0,Why is it raining so much 
0,aliyan (anoop) chethifysing on new laptop make me go vibgyor with envy 
4,I've thinking of ending each day with a new wish. 
4,@chellebell86 awww! i hope you got mcd's for bfast and enjoyed it double time for me 
0, joe and stella. stop being so cute. i only know disney is tempting me with forbidden fruit.
0,@thedittybops I sent you a Facebook &amp; MySpace message about my defective copy of Pack Rat but can't get an answer from anyone... 
4,@Phooto sounds like a good guide book Phoooooto 
4,still trying to figure out Twitter and Tweets!  Any advice greatly appreciated  TX for all the follows!
0,@jonk me too  dying for it.
0,My lEFT SiDE OF My M0UTH iS NUMb 
0,I want ice cream.   
0,I don't want to go! 
0,About to leave @Miss_Jenny's  the hangover was absolutely hilariousss go see it! Love the midnight movie crew &lt;3
4,guess i will stick to the web tonight 
0,"Have a look at what the http://www.meonvillas.co.uk homepage should look like: http://tr.im/lkzx. Also, completely broken in Safari. "
4,is loving this hot weather! chilling out doing a bit of writing and listening to great music! Great day 
0,Im sad because im the only android amongst all u humans.   Lonelyandroid ):
0,Getting tired of spending my Sunday's doing college work... what happened to relaxing weekends off 
0,I miss my Allen 
0,@bmerten85 @anthonycolaneri Pool party? Why wasn't I informed???? 
4,is working on his resume and portfolio and stuff! 
4,work then beach at 1 with liz!  i am going to be so sunburnt tonight and i don't even care.
4,is home from a good evening with fella and best mate getting her set up with my fellas flatmate lol! Seemed to fo gone well 
0,I'm allergic to milk  ......and my fave drink is cocoa....without it I die...This is so unfair for me
4,'you've got me poppin' champagne i'm at it again caught up in the moment but not in the right way' okay im excited now 
0,Don't have internet for 11 days damn 
4,"@Gerridd Haha, sorry I went off cos I had to sleep.  Do you have myspace or msn or anything? "
4,Went bowling last night and just got back from kaddys  it as fun! Happy birthday 
4,@DjBeware yes indeed  we will play together in july on the beatpatrol festival i guess. lookin forward to see you again bro.
4,Irvgreeni to the stage...today is gonna be one of them days we gonna make ish werq! 
0,My dad took my car away.   
4,@fildanurina goodluck for the STOVIA 
4,I loveeeee that kobe is the highest trending topic Kobe Kobe kobe 
4,"@RAEthoven i would be lying if i say i knew that song, heading to youtube so i can be able to judge ur music choice "
